Nombre de la imagen,Peso real (g),Peso estimado (g),RMSE (g)
CUY_01_043_09,1097.69264,1532.7850925094929,435.0924525094929
CUY_01_043_13,1097.69264,1309.0032815151712,211.31064151517126
CUY_01_101_08,489.87936,810.6075008463664,320.7281408463664
CUY_01_066_11,381.01728,970.021962979418,589.004682979418
CUY_01_101_09,489.87936,708.6424014820183,218.76304148201825
CUY_01_113_06,625.95696,1034.6900938447125,408.7331338447125
CUY_01_083_04,145.14944,373.5712489985852,228.4218089985852
CUY_01_082_03,172.36496,500.50125469697724,328.13629469697725
CUY_01_113_03,625.95696,974.5336930397874,348.5767330397874
CUY_01_101_01,489.87936,938.4398525568323,448.5604925568323
CUY_01_083_07,145.14944,373.5712489985852,228.4218089985852
CUY_01_102_14,322.05032,606.3765201136455,284.3262001136455
CUY_01_083_06,145.14944,395.82911729640745,250.67967729640745
CUY_01_083_02,145.14944,397.03224531250595,251.88280531250595
CUY_01_082_01,172.36496,530.2786730954152,357.91371309541523
CUY_01_101_15,489.87936,697.2126853290824,207.3333253290824
CUY_01_083_09,145.14944,452.3761340530371,307.22669405303714
CUY_01_083_05,145.14944,456.8878641134065,311.7384241134065
CUY_01_113_07,625.95696,1097.854314689884,471.89735468988397
CUY_01_101_05,489.87936,715.8611695786093,225.98180957860927
CUY_01_101_14,489.87936,875.8771957197101,385.9978357197101
CUY_01_102_11,322.05032,844.595867301149,522.5455473011491
CUY_01_082_09,172.36496,496.89187064868173,324.52691064868173
CUY_01_082_05,172.36496,542.0091712523756,369.6442112523756
CUY_01_102_13,322.05032,742.9315499408256,420.88122994082556
CUY_01_082_08,172.36496,638.8609765483051,466.4960165483051
CUY_01_101_13,489.87936,715.8611695786093,225.98180957860927
CUY_01_101_06,489.87936,674.9548170312602,185.07545703126016
CUY_01_102_09,322.05032,922.7991883475518,600.7488683475517
CUY_01_101_04,489.87936,736.915909860333,247.03654986033303
CUY_01_113_08,625.95696,1061.1589101988795,435.20195019887956
CUY_01_113_05,625.95696,1266.8938009517235,640.9368409517235
CUY_01_082_11,172.36496,795.8691826491597,623.5042226491597
CUY_01_102_12,322.05032,624.7242223591477,302.6739023591477
CUY_01_113_10,625.95696,996.1899973295605,370.2330373295605
CUY_01_113_01,625.95696,1104.4715187784257,478.5145587784257
CUY_01_082_07,172.36496,410.2666534895895,237.9016934895895
CUY_01_101_17,489.87936,1105.3738647904995,615.4945047904995
CUY_01_113_02,625.95696,1179.6670197845822,553.7100597845822
CUY_01_101_02,489.87936,733.9080898200868,244.02872982008682
CUY_01_113_09,625.95696,1055.7448341264364,429.78787412643646
CUY_01_101_10,489.87936,770.001930303042,280.1225703030419
CUY_01_082_06,172.36496,429.51670174716554,257.15174174716554
CUY_01_102_05,322.05032,741.1268579166779,419.07653791667786
CUY_01_102_04,322.05032,714.6580415625108,392.6077215625108
CUY_01_102_07,322.05032,763.0839442104755,441.03362421047547
CUY_01_082_02,172.36496,445.75892996449534,273.39396996449534
CUY_01_113_11,625.95696,902.3460120738772,276.3890520738772
CUY_01_101_18,489.87936,756.7675221259584,266.8881621259584
CUY_01_102_08,322.05032,708.6424014820183,386.5920814820183
CUY_01_113_04,625.95696,960.0961568466054,334.1391968466054
CUY_01_101_16,489.87936,703.8298894176243,213.95052941762424
CUY_01_101_11,489.87936,726.3885397194712,236.50917971947115
CUY_01_101_03,489.87936,842.189611268952,352.310251268952
CUY_01_102_10,322.05032,701.1228513814026,379.0725313814026
CUY_01_083_01,145.14944,353.41885472893523,208.26941472893523
CUY_01_082_04,172.36496,498.09499866478023,325.73003866478024
CUY_01_102_06,322.05032,801.2832587216029,479.2329387216029
CUY_01_082_10,172.36496,418.688549602279,246.32358960227901
CUY_01_101_07,489.87936,814.8184489027111,324.9390889027111
CUY_01_101_12,489.87936,777.2206983996329,287.34133839963283
CUY_01_083_08,145.14944,383.79783713542247,238.64839713542247
CUY_01_066_12,381.01728,943.2523646212263,562.2350846212263
CUY_01_083_03,145.14944,373.5712489985852,228.4218089985852
CUY_01_102_03,322.05032,825.345819043573,503.295499043573
