Nombre de la imagen,Peso real (g),Peso estimado (g),RMSE (g)
B_CUY_01_076_03,281.22704,558.7156591661752,277.4886191661752
B_CUY_01_065_06,390.08912,705.7925876265201,315.70346762652014
B_CUY_01_101_13,489.87936,626.7332176733618,136.85385767336174
B_CUY_01_066_15,381.01728,644.8417884447556,263.82450844475557
B_CUY_01_083_01,145.14944,320.2125319331834,175.06309193318341
B_CUY_01_065_10,390.08912,1187.2155666708925,797.1264466708925
CUY_00_029_02,681.0,536.6320362742315,144.3679637257685
CUY_00_007_02,884.0,1293.6586290100608,409.65862901006085
B_CUY_01_101_15,489.87936,510.13168880389907,20.252328803899047
B_CUY_01_065_09,390.08912,834.7609453154712,444.6718253154712
B_CUY_01_101_17,489.87936,604.2079223235792,114.32856232357915
B_CUY_01_101_01,489.87936,564.4574011180805,74.57804111808048
B_CUY_01_066_12,381.01728,721.6927961087196,340.67551610871953
CUY_00_007_04,884.0,1517.8074013632893,633.8074013632893
CUY_00_007_03,884.0,1289.9044131184305,405.9044131184305
B_CUY_01_076_09,281.22704,570.6408155278248,289.4137755278248
B_CUY_01_066_07,381.01728,870.53641440042,489.51913440041994
B_CUY_01_066_05,381.01728,674.2130068910407,293.19572689104064
B_CUY_01_076_08,281.22704,641.3084087820446,360.0813687820446
B_CUY_01_066_06,381.01728,740.6847117957911,359.6674317957911
CUY_00_007_07,884.0,1014.0799631980539,130.07996319805386
B_CUY_01_066_04,381.01728,587.424368925702,206.40708892570194
B_CUY_01_083_05,145.14944,287.0870975952679,141.9376575952679
B_CUY_01_101_12,489.87936,570.4199792989053,80.54061929890531
B_CUY_01_066_08,381.01728,796.777113941328,415.759833941328
B_CUY_01_076_04,281.22704,699.6091732167758,418.38213321677586
B_CUY_01_101_05,489.87936,660.3003244691162,170.42096446911614
B_CUY_01_101_16,489.87936,645.7251333604332,155.8457733604332
B_CUY_01_066_13,381.01728,767.6267317239624,386.60945172396237
B_CUY_01_066_02,381.01728,1003.2589879810015,622.2417079810015
B_CUY_01_066_03,381.01728,851.1028262555095,470.0855462555095
B_CUY_01_101_09,489.87936,755.259902904474,265.38054290447394
B_CUY_01_065_08,390.08912,822.3941164959828,432.3049964959828
B_CUY_01_083_04,145.14944,304.31232345098397,159.16288345098397
B_CUY_01_101_08,489.87936,572.4075053591803,82.52814535918026
B_CUY_01_076_11,281.22704,639.983391408528,358.75635140852796
B_CUY_01_066_01,381.01728,893.7242184369609,512.7069384369609
B_CUY_01_101_07,489.87936,531.9944754669233,42.11511546692327
B_CUY_01_076_06,281.22704,619.4456221190203,338.2185821190203
B_CUY_01_066_10,381.01728,736.9304959041607,355.91321590416067
B_CUY_01_101_06,489.87936,604.2079223235792,114.32856232357915
B_CUY_01_076_07,281.22704,602.8829049500625,321.65586495006255
B_CUY_01_076_01,281.22704,743.3347465428244,462.1077065428244
CUY_00_082_01,850.0,463.75608073081736,386.24391926918264
CUY_00_076_09,1426.0,788.16450101347,637.83549898653
CUY_00_074_07,1296.0,806.0522355559444,489.94776444405557
CUY_00_076_07,1426.0,662.9503592161493,763.0496407838507
CUY_00_074_05,1296.0,833.2150917130351,462.7849082869649
CUY_00_071_04,1216.0,645.9459695893527,570.0540304106473
CUY_00_074_04,1296.0,788.8270097002284,507.17299029977164
CUY_00_050_03,1060.0,825.9274961586938,234.07250384130623
CUY_00_082_04,850.0,562.2490388288861,287.7509611711139
CUY_00_074_01,1296.0,641.9709174688029,654.0290825311971
CUY_00_081_01,1109.0,551.2072273829143,557.7927726170857
CUY_00_076_03,1426.0,861.4821290147231,564.5178709852769
CUY_00_050_05,1060.0,533.9820015271982,526.0179984728018
CUY_00_055_04,1170.0,952.2458191006116,217.75418089938842
CUY_00_076_10,1426.0,971.679407245522,454.32059275447796
CUY_00_050_01,1060.0,556.5072968769808,503.49270312301917
CUY_00_050_04,1060.0,649.2585130231442,410.74148697685575
CUY_00_076_08,1426.0,660.9628331558745,765.0371668441255
CUY_00_055_08,1170.0,848.0111190506374,321.9888809493626
CUY_00_076_11,1426.0,977.200312968508,448.799687031492
CUY_00_081_03,1109.0,604.2079223235792,504.79207767642083
CUY_00_076_13,1426.0,975.212786908233,450.78721309176694
CUY_00_082_03,850.0,409.87204087447475,440.12795912552525
CUY_00_081_08,1109.0,620.1081308057786,488.8918691942214
CUY_00_055_09,1170.0,602.8829049500625,567.1170950499375
CUY_00_055_05,1170.0,733.3971162414497,436.6028837585503
CUY_00_081_11,1109.0,626.7332176733618,482.26678232663824
CUY_00_082_08,850.0,493.78980786386074,356.21019213613926
CUY_00_076_15,1426.0,645.9459695893527,780.0540304106473
CUY_00_050_07,1060.0,572.4075053591803,487.5924946408197
CUY_00_074_09,1296.0,555.6239519613031,740.3760480386969
CUY_00_050_02,1060.0,958.4292335103559,101.57076648964414
CUY_00_074_10,1296.0,721.2511236508807,574.7488763491193
CUY_00_076_01,1426.0,961.9626131730669,464.03738682693313
CUY_00_081_02,1109.0,450.5059069956511,658.4940930043489
CUY_00_074_03,1296.0,861.2612927858037,434.7387072141963
CUY_00_071_01,1216.0,679.0714039272682,536.9285960727318
CUY_00_076_06,1426.0,653.675237601533,772.324762398467
CUY_00_081_09,1109.0,917.3536949313406,191.64630506865944
CUY_00_076_05,1426.0,643.9584435290778,782.0415564709222
CUY_00_081_06,1109.0,655.8835998907274,453.1164001092726
CUY_00_050_08,1060.0,550.1030462383171,509.8969537616829
CUY_00_071_02,1216.0,761.8849897720571,454.1150102279429
CUY_00_076_12,1426.0,777.3435257964177,648.6564742035823
CUY_00_055_02,1170.0,531.9944754669233,638.0055245330767
CUY_00_082_05,850.0,548.557192635881,301.44280736411895
CUY_00_076_04,1426.0,697.6216471565009,728.3783528434991
CUY_00_076_02,1426.0,721.6927961087196,704.3072038912804
CUY_00_074_02,1296.0,1042.3470004997419,253.65299950025815
CUY_00_050_06,1060.0,704.9092427108424,355.09075728915764
CUY_00_071_03,1216.0,872.7447766896144,343.25522331038565
CUY_00_081_05,1109.0,680.6172575297043,428.38274247029574
CUY_00_074_06,1296.0,819.3024092911106,476.6975907088894
CUY_00_082_07,850.0,520.2901553341932,329.7098446658068
CUY_00_071_05,1216.0,724.3428308557528,491.6571691442472
CUY_00_081_04,1109.0,704.4675702530035,404.5324297469965
CUY_00_055_06,1170.0,991.1129953904325,178.8870046095675
CUY_00_082_06,850.0,473.0312023454337,376.9687976545663
CUY_00_091_01,915.0,755.259902904474,159.74009709552604
CUY_00_171_02,785.0,471.48534874299764,313.51465125700236
CUY_00_212_03,762.0,502.4024207917188,259.5975792082812
CUY_00_087_04,1500.0,588.3077138413797,911.6922861586203
CUY_00_087_07,1500.0,763.2100071455736,736.7899928544264
CUY_00_082_10,850.0,450.5059069956511,399.4940930043489
CUY_00_190_03,950.0,575.0575401062135,374.94245989378646
CUY_00_155_04,868.0,548.557192635881,319.44280736411895
CUY_00_155_01,868.0,533.3194928404399,334.6805071595601
CUY_00_213_03,644.0,427.31810295911026,216.68189704088974
CUY_00_190_01,950.0,596.2578180824794,353.7421819175206
CUY_00_171_01,785.0,463.75608073081736,321.24391926918264
CUY_00_091_02,915.0,657.208617264244,257.791382735756
CUY_00_082_09,850.0,527.1360784306958,322.86392156930424
CUY_00_212_05,762.0,619.6664583479397,142.33354165206026
CUY_00_190_02,950.0,436.15155211588774,513.8484478841123
CUY_00_186_03,387.0,350.2462590662268,36.7537409337732
CUY_00_087_06,1500.0,643.9584435290778,856.0415564709222
CUY_00_217_03,1014.0,545.4654854310089,468.5345145689911
CUY_00_186_01,387.0,304.31232345098397,82.68767654901603
CUY_00_087_03,1500.0,609.5079918176457,890.4920081823543
CUY_00_213_02,644.0,596.9203267692377,47.079673230762296
CUY_00_213_01,644.0,431.0723188507407,212.92768114925929
CUY_00_091_08,915.0,766.7433868082846,148.25661319171536
CUY_00_121_06,1010.0,570.8616517567442,439.1383482432558
CUY_00_190_04,950.0,623.1998380106508,326.80016198934925
CUY_00_217_02,1014.0,543.2571231418146,470.74287685818535
CUY_00_091_04,915.0,703.3633891084063,211.6366108915937
CUY_00_155_05,868.0,618.3414409744231,249.6585590255769
CUY_00_212_01,762.0,402.8052815490528,359.1947184509472
CUY_00_213_05,644.0,429.3056290193852,214.6943709806148
CUY_00_087_05,1500.0,735.8263147595635,764.1736852404365
CUY_00_186_02,387.0,291.5038221736566,95.4961778263434
CUY_00_212_02,762.0,397.06353959714744,364.93646040285256
CUY_00_087_02,1500.0,546.5696665756061,953.4303334243939
CUY_00_091_03,915.0,889.9700025453304,25.02999745466957
CUY_00_087_09,1500.0,840.9443597252155,659.0556402747845
CUY_01_024_05,771.1064,943.4123699438342,172.30596994383416
CUY_01_024_10,771.1064,864.5738362195951,93.46743621959513
CUY_01_024_03,771.1064,732.072098867933,39.03430113206696
CUY_01_024_01,771.1064,960.6375957995502,189.53119579955023
CUY_01_024_11,771.1064,833.4359279419546,62.32952794195455
CUY_01_026_06,734.81904,1113.0145937539617,378.1955537539617
CUY_00_217_04,1014.0,563.7948924313222,450.2051075686778
CUY_01_026_02,734.81904,805.831399327025,71.01235932702502
CUY_01_026_01,734.81904,942.5290250281564,207.70998502815644
CUY_01_024_09,771.1064,854.4153696893011,83.30896968930108
CUY_01_026_04,734.81904,964.6126479201,229.79360792010004
CUY_01_024_07,771.1064,780.4352330012897,9.328833001289695
CUY_01_026_09,734.81904,834.7609453154712,99.94190531547122
CUY_01_026_10,734.81904,678.1880590115906,56.63098098840942
CUY_01_024_08,771.1064,694.5299399516289,76.57646004837113
CUY_01_026_12,734.81904,671.7838083729268,63.03523162707313
CUY_01_026_03,734.81904,749.2973247236491,14.478284723649153
CUY_01_026_08,734.81904,724.3428308557528,10.47620914424715
CUY_01_026_11,734.81904,848.6736277373957,113.85458773739572
CUY_01_024_02,771.1064,816.6523745440774,45.54597454407735
CUY_01_026_07,734.81904,804.9480544113472,70.12901441134727
CUY_01_026_05,734.81904,1003.4798242099209,268.66078420992096
CUY_01_024_06,771.1064,1383.3181379513524,612.2117379513523
CUY_01_024_04,771.1064,777.3435257964177,6.237125796417672
CUY_01_024_12,771.1064,619.4456221190203,151.6607778809797
CUY_01_035_10,535.23856,778.4477069410149,243.20914694101486
CUY_01_026_13,734.81904,922.2120919675682,187.39305196756823
CUY_01_035_01,535.23856,714.1843643254587,178.94580432545865
CUY_01_035_12,535.23856,626.7332176733618,91.49465767336176
CUY_01_035_15,535.23856,700.4925181324536,165.2539581324536
CUY_01_026_16,734.81904,783.9686126640007,49.14957266400074
CUY_01_026_14,734.81904,884.228260593425,149.40922059342506
CUY_01_026_15,734.81904,742.4514016271467,7.632361627146679
CUY_01_035_09,535.23856,784.1894488929202,248.95088889292015
CUY_01_026_17,734.81904,889.5283300874916,154.70929008749158
CUY_01_035_14,535.23856,725.0053395425111,189.76677954251113
CUY_01_035_07,535.23856,663.1711954450687,127.93263544506874
CUY_01_035_06,535.23856,833.8776003997934,298.63904039979343
CUY_01_035_04,535.23856,787.0603198688729,251.82175986887285
CUY_01_035_02,535.23856,723.4594859400751,188.22092594007506
CUY_01_066_02,381.01728,728.7595554341415,347.74227543414145
CUY_01_049_07,408.2328,495.1148252373774,86.88202523737738
CUY_01_049_08,408.2328,524.7068799125819,116.47407991258194
CUY_01_043_15,1097.69264,1126.2647674891277,28.57212748912775
CUY_01_043_10,1097.69264,901.0118139913022,196.68082600869775
CUY_01_066_10,381.01728,689.8923791443207,308.87509914432064
CUY_01_043_04,1097.69264,894.3867271237192,203.3059128762808
CUY_01_043_07,1097.69264,1329.4340980950096,231.74145809500965
CUY_01_043_16,1097.69264,919.7828934494544,177.9097465505456
CUY_01_049_06,408.2328,477.00625446598355,68.77345446598355
CUY_01_049_02,408.2328,556.5072968769808,148.27449687698083
CUY_01_066_08,381.01728,689.8923791443207,308.87509914432064
CUY_01_043_08,1097.69264,1033.5135513429643,64.17908865703566
CUY_01_049_04,408.2328,624.7456916130868,216.51289161308682
CUY_01_043_12,1097.69264,814.8856847127219,282.80695528727813
CUY_01_049_01,408.2328,631.5916147095893,223.3588147095893
CUY_01_043_01,1097.69264,1002.3756430653237,95.31699693467624
CUY_01_066_06,381.01728,594.2702920222046,213.25301202220453
CUY_01_049_03,408.2328,775.1351635072233,366.9023635072233
CUY_01_066_07,381.01728,587.424368925702,206.40708892570194
CUY_01_043_02,1097.69264,1225.8619067317939,128.16926673179387
CUY_01_043_11,1097.69264,816.2107020862385,281.4819379137615
CUY_01_049_10,408.2328,561.3656939132084,153.13289391320836
CUY_01_043_18,1097.69264,935.0205932448955,162.67204675510447
CUY_01_066_04,381.01728,663.1711954450687,282.1539154450687
CUY_01_043_14,1097.69264,876.4989925812448,221.19364741875518
CUY_01_066_01,381.01728,646.1668058182721,265.1495258182721
CUY_01_066_09,381.01728,714.1843643254587,333.16708432545863
CUY_01_066_03,381.01728,822.1732802670633,441.1560002670633
CUY_01_043_17,1097.69264,830.3442207370824,267.34841926291756
CUY_01_043_05,1097.69264,1033.5135513429643,64.17908865703566
CUY_01_043_06,1097.69264,1113.0145937539617,15.32195375396168
CUY_01_043_03,1097.69264,991.1129953904325,106.57964460956748
CUY_01_049_09,408.2328,754.3765579887962,346.1437579887962
CUY_01_049_05,408.2328,486.9438847673582,78.71108476735822
CUY_01_066_05,381.01728,680.6172575297043,299.59997752970423
CUY_01_043_09,1097.69264,1125.38142257345,27.68878257345
CUY_01_043_13,1097.69264,961.0792682573891,136.61337174261087
CUY_01_101_08,489.87936,595.1536369378822,105.27427693788218
CUY_01_066_11,381.01728,712.1968382651837,331.1795582651837
CUY_01_101_09,489.87936,520.2901553341932,30.410795334193153
CUY_01_113_06,625.95696,759.6766274828627,133.71966748286275
CUY_01_083_04,145.14944,274.2785963179405,129.12915631794053
CUY_01_082_03,172.36496,367.4714849219429,195.10652492194288
CUY_01_113_03,625.95696,715.5093816989753,89.55242169897531
CUY_01_101_01,489.87936,689.0090342286429,199.1296742286429
CUY_01_083_07,145.14944,274.2785963179405,129.12915631794053
CUY_01_102_14,322.05032,445.20583750158465,123.15551750158465
CUY_01_083_06,145.14944,290.62047725797885,145.47103725797885
CUY_01_083_02,145.14944,291.5038221736566,146.3543821736566
CUY_01_082_01,172.36496,389.33427158496715,216.96931158496716
CUY_01_101_15,489.87936,511.8983786352546,22.019018635254554
CUY_01_083_09,145.14944,332.13768829483297,186.98824829483297
CUY_01_083_05,145.14944,335.45023172862454,190.30079172862455
CUY_01_113_07,625.95696,806.0522355559444,180.09527555594445
CUY_01_101_05,489.87936,525.5902248282597,35.71086482825967
CUY_01_101_14,489.87936,643.0750986134001,153.19573861340007
CUY_01_102_11,322.05032,620.1081308057786,298.0578108057786
CUY_01_082_09,172.36496,364.8214501749096,192.45649017490962
CUY_01_082_05,172.36496,397.94688451282514,225.58192451282514
CUY_01_102_13,322.05032,545.4654854310089,223.41516543100892
CUY_01_082_08,172.36496,469.0561502248838,296.6911902248838
CUY_01_101_13,489.87936,525.5902248282597,35.71086482825967
CUY_01_101_06,489.87936,495.55649769521625,5.677137695216231
CUY_01_102_09,322.05032,677.5255503248322,355.47523032483224
CUY_01_101_04,489.87936,541.0487608526203,51.16940085262024
CUY_01_113_08,625.95696,779.1102156277731,153.1532556277731
CUY_01_113_05,625.95696,930.1621962086679,304.2052362086679
CUY_01_082_11,172.36496,584.3326617208298,411.96770172082984
CUY_01_102_12,322.05032,458.6768474656703,136.62652746567028
CUY_01_113_10,625.95696,731.4095901811747,105.45263018117475
CUY_01_113_01,625.95696,810.9106325921721,184.9536725921721
CUY_01_082_07,172.36496,301.22061624611183,128.85565624611183
CUY_01_101_17,489.87936,811.5731412789304,321.6937812789304
CUY_01_113_02,625.95696,866.1196898220312,240.16272982203122
CUY_01_101_02,489.87936,538.8403985634259,48.96103856342586
CUY_01_113_09,625.95696,775.1351635072233,149.17820350722332
CUY_01_101_10,489.87936,565.3407460337583,75.46138603375823
CUY_01_082_06,172.36496,315.35413489695577,142.98917489695577
CUY_01_102_05,322.05032,544.1404680574924,222.0901480574924
CUY_01_102_04,322.05032,524.7068799125819,202.65655991258194
CUY_01_102_07,322.05032,560.2615127686113,238.21119276861128
CUY_01_082_02,172.36496,327.2792912586054,154.9143312586054
CUY_01_113_11,625.95696,662.5086867583104,36.55172675831045
CUY_01_101_18,489.87936,555.6239519613031,65.74459196130306
CUY_01_102_08,322.05032,520.2901553341932,198.23983533419317
CUY_01_113_04,625.95696,704.9092427108424,78.95228271084238
CUY_01_101_16,489.87936,516.7567756714822,26.87741567148214
CUY_01_101_11,489.87936,533.3194928404399,43.4401328404399
CUY_01_101_03,489.87936,618.3414409744231,128.4620809744231
CUY_01_102_10,322.05032,514.7692496112072,192.71892961120722
CUY_01_083_01,145.14944,259.48256898033827,114.33312898033827
CUY_01_082_04,172.36496,365.70479509058737,193.33983509058737
CUY_01_102_06,322.05032,588.3077138413797,266.2573938413797
CUY_01_082_10,172.36496,307.40403065585605,135.03907065585605
CUY_01_101_07,489.87936,598.2453441427543,108.36598414275431
CUY_01_101_12,489.87936,570.6408155278248,80.76145552782475
CUY_01_083_08,145.14944,281.7870281012014,136.63758810120137
CUY_01_066_12,381.01728,692.5424138913539,311.5251338913539
CUY_01_083_03,145.14944,274.2785963179405,129.12915631794053
CUY_01_102_03,322.05032,605.9746121549347,283.9242921549347
